{'BM': 19605698.077646073, 'ijk': (6, '-', 22, '-', 3)}
{'BM': -118841717.89378466, 'ijk': (28, '-', 16, '-', 13)}
{'BM': -118849936.09323569, 'ijk': (27, '-', 15, '-', 18)}
{'BM': -118856092.0534773, 'ijk': (22, '-', 3, '-', 9)}
{'BM': -118856111.8732104, 'ijk': (29, '-', 26, '-', 29)}
{'BM': -118870441.15621208, 'ijk': (25, '-', 13, '-', 27)}
{'BM': -118888133.79071878, 'ijk': (23, '-', 5, '-', 9)}
{'BM': -118892676.92672436, 'ijk': (29, '-', 16, '-', 4)}
{'BM': -118909842.84893504, 'ijk': (24, '-', 7, '-', 9)}
{'BM': -118915773.4642373, 'ijk': (20, '-', 2, '-', 23)}
{'BM': -118916782.36065619, 'ijk': (24, '-', 10, '-', 23)}
{'BM': -118920693.66594374, 'ijk': (29, '-', 22, '-', 24)}
{'BM': -118929625.4532768, 'ijk': (24, '-', 9, '-', 18)}
{'BM': -118943635.71061704, 'ijk': (29, '-', 25, '-', 28)}
{'BM': -118953304.34793416, 'ijk': (28, '-', 19, '-', 27)}
{'BM': -118957063.68151699, 'ijk': (22, '-', 6, '-', 23)}
{'BM': -118959887.17131776, 'ijk': (27, '-', 17, '-', 27)}
{'BM': -118978526.78206944, 'ijk': (25, '-', 9, '-', 9)}
{'BM': -118998338.20089139, 'ijk': (27, '-', 15, '-', 1)}
{'BM': -119000576.85371134, 'ijk': (26, '-', 13, '-', 18)}
{'BM': -119008668.56405467, 'ijk': (28, '-', 17, '-', 18)}
{'BM': -119020651.97547615, 'ijk': (26, '-', 15, '-', 27)}
{'BM': -119071921.42160568, 'ijk': (21, '-', 2, '-', 14)}
{'BM': -119074375.34873132, 'ijk': (22, '-', 4, '-', 14)}
{'BM': -119075314.64635025, 'ijk': (26, '-', 11, '-', 9)}
{'BM': -119085204.58764103, 'ijk': (23, '-', 8, '-', 23)}
{'BM': -119087713.90739517, 'ijk': (21, '-', 4, '-', 23)}
{'BM': -119102489.01908591, 'ijk': (28, '-', 15, '-', 9)}
{'BM': -119102738.136272, 'ijk': (29, '-', 19, '-', 18)}
{'BM': -119109062.95595063, 'ijk': (29, '-', 21, '-', 23)}
{'BM': -119113353.53128491, 'ijk': (25, '-', 12, '-', 23)}
{'BM': -119119807.34751876, 'ijk': (23, '-', 6, '-', 14)}
{'BM': -119158313.03747384, 'ijk': (22, '-', 2, '-', 5)}
{'BM': -119160663.81429479, 'ijk': (27, '-', 13, '-', 9)}
{'BM': -119167774.01086296, 'ijk': (24, '-', 8, '-', 14)}
{'BM': -119167850.49639958, 'ijk': (29, '-', 24, '-', 27)}
{'BM': -119174060.3128569, 'ijk': (24, '-', 11, '-', 28)}
{'BM': -119180116.4536957, 'ijk': (25, '-', 10, '-', 14)}
{'BM': -119188149.98030514, 'ijk': (27, '-', 14, '-', 14)}
{'BM': -119226659.46307471, 'ijk': (19, '-', 1, '-', 28)}
{'BM': -119228776.57416447, 'ijk': (23, '-', 4, '-', 5)}
{'BM': -119234015.77798843, 'ijk': (28, '-', 16, '-', 14)}
{'BM': -119236667.66900788, 'ijk': (21, '-', 5, '-', 28)}
{'BM': -119253157.85197622, 'ijk': (20, '-', 3, '-', 28)}
{'BM': -119269599.6171927, 'ijk': (24, '-', 6, '-', 5)}
{'BM': -119280809.340015, 'ijk': (20, '-', 1, '-', 19)}
{'BM': -119290424.01007669, 'ijk': (23, '-', 9, '-', 28)}
{'BM': -119299014.22822107, 'ijk': (22, '-', 7, '-', 28)}
{'BM': -119310640.40892202, 'ijk': (27, '-', 16, '-', 23)}
{'BM': -119316454.15294065, 'ijk': (29, '-', 23, '-', 26)}
{'BM': -119321792.39814544, 'ijk': (24, '-', 7, '-', 10)}
{'BM': -119330248.46728899, 'ijk': (21, '-', 3, '-', 19)}
{'BM': -119331009.44803162, 'ijk': (29, '-', 28, '-', 1)}
{'BM': -119339532.95899992, 'ijk': (29, '-', 20, '-', 22)}
{'BM': -119350149.5224106, 'ijk': (28, '-', 18, '-', 23)}
{'BM': -119361918.96834211, 'ijk': (29, '-', 17, '-', 9)}
{'BM': -119366201.52963126, 'ijk': (27, '-', 12, '-', 5)}
{'BM': -119377003.65768197, 'ijk': (28, '-', 14, '-', 5)}
{'BM': -119384336.47001567, 'ijk': (29, '-', 16, '-', 5)}
{'BM': -119387710.08522673, 'ijk': (26, '-', 12, '-', 14)}
{'BM': -119398727.40987583, 'ijk': (21, '-', 1, '-', 10)}
{'BM': -119403075.94771168, 'ijk': (29, '-', 18, '-', 14)}
{'BM': -119417895.75089146, 'ijk': (25, '-', 13, '-', 28)}
{'BM': -119424076.29000461, 'ijk': (25, '-', 8, '-', 5)}
{'BM': -119436676.82454684, 'ijk': (26, '-', 15, '-', 28)}
{'BM': -119438009.85855325, 'ijk': (22, '-', 3, '-', 10)}
{'BM': -119442032.29237308, 'ijk': (26, '-', 14, '-', 23)}
{'BM': -119461172.16502795, 'ijk': (22, '-', 5, '-', 19)}
{'BM': -119468113.93457553, 'ijk': (26, '-', 10, '-', 5)}
{'BM': -119475164.60611196, 'ijk': (27, '-', 17, '-', 28)}
{'BM': -119478133.58736753, 'ijk': (23, '-', 7, '-', 19)}
{'BM': -119493123.84139217, 'ijk': (22, '-', 1, '-', 1)}
{'BM': -119494684.8638082, 'ijk': (23, '-', 5, '-', 10)}
{'BM': -119509108.21060812, 'ijk': (25, '-', 11, '-', 19)}
{'BM': -119510354.56308612, 'ijk': (29, '-', 22, '-', 25)}
{'BM': -119512547.72937854, 'ijk': (24, '-', 9, '-', 19)}
{'BM': -119522198.92265916, 'ijk': (29, '-', 25, '-', 29)}
{'BM': -119539891.92494677, 'ijk': (26, '-', 13, '-', 19)}
{'BM': -119547023.82062675, 'ijk': (27, '-', 15, '-', 19)}
{'BM': -119555460.1929621, 'ijk': (23, '-', 3, '-', 1)}
{'BM': -119561112.59683238, 'ijk': (20, '-', 2, '-', 24)}
{'BM': -119574615.2007214, 'ijk': (24, '-', 5, '-', 1)}
{'BM': -119576180.29530284, 'ijk': (25, '-', 9, '-', 10)}
{'BM': -119587823.14942083, 'ijk': (28, '-', 21, '-', 1)}
{'BM': -119591231.16735, 'ijk': (28, '-', 15, '-', 10)}
{'BM': -119614674.36433375, 'ijk': (28, '-', 17, '-', 19)}
{'BM': -119664344.65295781, 'ijk': (21, '-', 4, '-', 24)}
{'BM': -119669115.82199758, 'ijk': (22, '-', 6, '-', 24)}
{'BM': -119669404.11941512, 'ijk': (27, '-', 13, '-', 10)}
{'BM': -119701887.07725509, 'ijk': (23, '-', 8, '-', 24)}
{'BM': -119709851.72718948, 'ijk': (22, '-', 4, '-', 15)}
{'BM': -119718995.15597709, 'ijk': (29, '-', 19, '-', 19)}
{'BM': -119720803.82769866, 'ijk': (23, '-', 6, '-', 15)}
{'BM': -119725186.30086982, 'ijk': (25, '-', 7, '-', 1)}
{'BM': -119725592.59106365, 'ijk': (21, '-', 2, '-', 15)}
{'BM': -119725817.17503394, 'ijk': (29, '-', 17, '-', 10)}
{'BM': -119735956.8699403, 'ijk': (29, '-', 21, '-', 24)}
{'BM': -119745215.44363569, 'ijk': (26, '-', 11, '-', 10)}
{'BM': -119752389.88671161, 'ijk': (22, '-', 2, '-', 6)}
{'BM': -119753486.24575573, 'ijk': (24, '-', 8, '-', 15)}
{'BM': -119757614.47327505, 'ijk': (27, '-', 16, '-', 24)}
{'BM': -119772483.99560803, 'ijk': (28, '-', 19, '-', 28)}
{'BM': -119783062.38306418, 'ijk': (24, '-', 10, '-', 24)}
{'BM': -119784476.23220408, 'ijk': (27, '-', 14, '-', 15)}
{'BM': -119789955.3948175, 'ijk': (23, '-', 4, '-', 6)}
{'BM': -119792994.23425727, 'ijk': (29, '-', 23, '-', 27)}
{'BM': -119800257.29648742, 'ijk': (19, '-', 1, '-', 29)}
{'BM': -119800354.29031403, 'ijk': (26, '-', 14, '-', 24)}
{'BM': -119803525.5985576, 'ijk': (29, '-', 24, '-', 28)}
{'BM': -119809027.05490035, 'ijk': (27, '-', 14, '-', 1)}
{'BM': -119831363.69179654, 'ijk': (28, '-', 16, '-', 15)}
{'BM': -119838534.44401611, 'ijk': (24, '-', 6, '-', 6)}
{'BM': -119862427.90417296, 'ijk': (20, '-', 3, '-', 29)}
{'BM': -119863422.4208309, 'ijk': (21, '-', 5, '-', 29)}
{'BM': -119868113.31647377, 'ijk': (26, '-', 10, '-', 6)}
{'BM': -119884726.89433514, 'ijk': (25, '-', 10, '-', 15)}
{'BM': -119890384.53243722, 'ijk': (29, '-', 20, '-', 23)}
{'BM': -119901469.880507, 'ijk': (25, '-', 12, '-', 24)}
{'BM': -119902296.71959876, 'ijk': (20, '-', 1, '-', 20)}
{'BM': -119905616.1737076, 'ijk': (25, '-', 8, '-', 6)}
{'BM': -119941932.88644975, 'ijk': (28, '-', 14, '-', 6)}
{'BM': -119944336.64541219, 'ijk': (23, '-', 9, '-', 29)}
{'BM': -119952227.42979999, 'ijk': (22, '-', 7, '-', 29)}
{'BM': -119955678.15111157, 'ijk': (28, '-', 19, '-', 29)}
{'BM': -119958515.84679177, 'ijk': (21, '-', 3, '-', 20)}
{'BM': -119966502.00552759, 'ijk': (24, '-', 11, '-', 29)}
{'BM': -119972281.15747358, 'ijk': (26, '-', 15, '-', 29)}
{'BM': -119993318.0534775, 'ijk': (21, '-', 1, '-', 11)}
{'BM': -120001073.5565098, 'ijk': (29, '-', 16, '-', 6)}
{'BM': -120010232.34343456, 'ijk': (26, '-', 12, '-', 15)}
{'BM': -120025664.08865775, 'ijk': (28, '-', 18, '-', 24)}
{'BM': -120027733.25680697, 'ijk': (22, '-', 3, '-', 11)}
{'BM': -120048170.57911713, 'ijk': (26, '-', 13, '-', 20)}
{'BM': -120074469.9351686, 'ijk': (27, '-', 12, '-', 6)}
{'BM': -120075850.12349074, 'ijk': (23, '-', 7, '-', 20)}
{'BM': -120085772.21199737, 'ijk': (22, '-', 5, '-', 20)}
{'BM': -120085955.9737413, 'ijk': (24, '-', 7, '-', 11)}
{'BM': -120087136.43449652, 'ijk': (28, '-', 15, '-', 11)}
{'BM': -120104258.00681742, 'ijk': (22, '-', 1, '-', 2)}
{'BM': -120114367.2623867, 'ijk': (25, '-', 11, '-', 20)}
{'BM': -120133991.99350487, 'ijk': (27, '-', 17, '-', 29)}
{'BM': -120140923.29312715, 'ijk': (24, '-', 9, '-', 20)}
{'BM': -120141535.78748327, 'ijk': (23, '-', 5, '-', 11)}
{'BM': -120150497.88985178, 'ijk': (26, '-', 9, '-', 2)}
{'BM': -120154271.10476209, 'ijk': (27, '-', 15, '-', 20)}
{'BM': -120154951.59743468, 'ijk': (28, '-', 17, '-', 20)}
{'BM': -120157783.66820143, 'ijk': (26, '-', 11, '-', 11)}
{'BM': -120166548.96914347, 'ijk': (23, '-', 3, '-', 2)}
{'BM': -120175789.41476771, 'ijk': (25, '-', 13, '-', 29)}
{'BM': -120176364.4288468, 'ijk': (29, '-', 22, '-', 26)}
{'BM': -120179176.51957431, 'ijk': (20, '-', 2, '-', 25)}
{'BM': -120181586.72482154, 'ijk': (29, '-', 18, '-', 15)}
{'BM': -120185153.89523289, 'ijk': (25, '-', 9, '-', 11)}
{'BM': -120195783.91819705, 'ijk': (21, '-', 4, '-', 25)}
{'BM': -120205023.30781864, 'ijk': (24, '-', 5, '-', 2)}
{'BM': -120248862.16060004, 'ijk': (22, '-', 4, '-', 16)}
{'BM': -120265487.39186445, 'ijk': (25, '-', 7, '-', 2)}
{'BM': -120276978.64273062, 'ijk': (29, '-', 27, '-', 1)}
{'BM': -120282618.82957834, 'ijk': (29, '-', 17, '-', 11)}
{'BM': -120285230.7340426, 'ijk': (21, '-', 2, '-', 16)}
{'BM': -120287443.34411162, 'ijk': (22, '-', 6, '-', 25)}
{'BM': -120287447.36064194, 'ijk': (23, '-', 8, '-', 25)}
{'BM': -120293957.63857998, 'ijk': (27, '-', 16, '-', 25)}
{'BM': -120298873.15641008, 'ijk': (28, '-', 20, '-', 1)}
{'BM': -120300240.24166049, 'ijk': (29, '-', 19, '-', 20)}
{'BM': -120302348.47783968, 'ijk': (27, '-', 13, '-', 11)}
{'BM': -120317878.58265507, 'ijk': (27, '-', 11, '-', 2)}
{'BM': -120323759.8612062, 'ijk': (29, '-', 24, '-', 29)}
{'BM': -120330029.67614676, 'ijk': (23, '-', 6, '-', 16)}
{'BM': -120356444.0587273, 'ijk': (26, '-', 9, '-', 1)}
{'BM': -120359271.15362576, 'ijk': (22, '-', 2, '-', 7)}
{'BM': -120364267.34787655, 'ijk': (29, '-', 21, '-', 25)}
{'BM': -120369494.64887266, 'ijk': (28, '-', 18, '-', 25)}
{'BM': -120392980.07078364, 'ijk': (26, '-', 10, '-', 7)}
{'BM': -120419987.89453739, 'ijk': (25, '-', 10, '-', 16)}
{'BM': -120422313.31934538, 'ijk': (26, '-', 12, '-', 16)}
{'BM': -120425164.87552072, 'ijk': (29, '-', 15, '-', 2)}
{'BM': -120436903.74296893, 'ijk': (28, '-', 13, '-', 2)}
{'BM': -120451118.26101322, 'ijk': (23, '-', 4, '-', 7)}
{'BM': -120455972.14711748, 'ijk': (24, '-', 10, '-', 25)}
{'BM': -120458426.7588754, 'ijk': (29, '-', 20, '-', 24)}
{'BM': -120468462.10825376, 'ijk': (25, '-', 12, '-', 25)}
{'BM': -120472341.41740942, 'ijk': (24, '-', 6, '-', 7)}
{'BM': -120477198.27336495, 'ijk': (26, '-', 13, '-', 21)}
{'BM': -120486741.8644529, 'ijk': (26, '-', 14, '-', 25)}
{'BM': -120489348.95494318, 'ijk': (24, '-', 8, '-', 16)}
{'BM': -120492877.81304424, 'ijk': (21, '-', 3, '-', 21)}
{'BM': -120510917.7036242, 'ijk': (20, '-', 1, '-', 21)}
{'BM': -120549611.34742643, 'ijk': (27, '-', 14, '-', 16)}
{'BM': -120553169.30411623, 'ijk': (22, '-', 3, '-', 12)}
{'BM': -120568590.11689675, 'ijk': (29, '-', 16, '-', 7)}
{'BM': -120575909.04778984, 'ijk': (22, '-', 5, '-', 21)}
{'BM': -120593719.37298535, 'ijk': (28, '-', 16, '-', 16)}
{'BM': -120600380.40994796, 'ijk': (29, '-', 18, '-', 16)}
{'BM': -120611631.04138094, 'ijk': (21, '-', 1, '-', 12)}
{'BM': -120615277.9739136, 'ijk': (25, '-', 8, '-', 7)}
{'BM': -120633764.50677387, 'ijk': (29, '-', 23, '-', 28)}
{'BM': -120692354.83728407, 'ijk': (23, '-', 5, '-', 12)}
{'BM': -120692639.74304162, 'ijk': (28, '-', 14, '-', 7)}
{'BM': -120698639.33778228, 'ijk': (23, '-', 7, '-', 21)}
{'BM': -120707796.05610934, 'ijk': (22, '-', 1, '-', 3)}
{'BM': -120715002.52684088, 'ijk': (25, '-', 11, '-', 21)}
{'BM': -120717509.14586858, 'ijk': (24, '-', 7, '-', 12)}
{'BM': -120719878.53505106, 'ijk': (27, '-', 13, '-', 12)}
{'BM': -120723154.19750309, 'ijk': (29, '-', 19, '-', 21)}
{'BM': -120725030.61770232, 'ijk': (24, '-', 9, '-', 21)}
{'BM': -120750969.86704245, 'ijk': (29, '-', 22, '-', 27)}
{'BM': -120756140.15398398, 'ijk': (26, '-', 11, '-', 12)}
{'BM': -120764963.71970987, 'ijk': (29, '-', 21, '-', 26)}
{'BM': -120772269.77779688, 'ijk': (23, '-', 3, '-', 3)}
{'BM': -120775455.47735608, 'ijk': (21, '-', 4, '-', 26)}
{'BM': -120782134.8514806, 'ijk': (20, '-', 2, '-', 26)}
{'BM': -120786831.51810667, 'ijk': (27, '-', 12, '-', 7)}
{'BM': -120801669.92759325, 'ijk': (24, '-', 5, '-', 3)}
{'BM': -120806977.62343301, 'ijk': (25, '-', 9, '-', 12)}
{'BM': -120809154.89676085, 'ijk': (27, '-', 15, '-', 21)}
{'BM': -120833975.8769835, 'ijk': (22, '-', 6, '-', 26)}
{'BM': -120860697.55027577, 'ijk': (27, '-', 11, '-', 3)}
{'BM': -120862510.01474741, 'ijk': (25, '-', 7, '-', 3)}
{'BM': -120875381.48507772, 'ijk': (21, '-', 2, '-', 17)}
{'BM': -120878783.1024164, 'ijk': (26, '-', 9, '-', 3)}
{'BM': -120899930.58406384, 'ijk': (25, '-', 8, '-', 8)}
{'BM': -120920044.99748993, 'ijk': (29, '-', 17, '-', 12)}
{'BM': -120921477.20977876, 'ijk': (27, '-', 13, '-', 1)}
{'BM': -120934771.44101903, 'ijk': (28, '-', 15, '-', 12)}
{'BM': -120950272.90308592, 'ijk': (24, '-', 10, '-', 26)}
{'BM': -120959616.60103074, 'ijk': (23, '-', 6, '-', 17)}
{'BM': -120960253.15704048, 'ijk': (24, '-', 8, '-', 17)}
{'BM': -120960535.0610086, 'ijk': (22, '-', 4, '-', 17)}
{'BM': -120961129.18701139, 'ijk': (26, '-', 14, '-', 26)}
{'BM': -120964636.63278179, 'ijk': (23, '-', 4, '-', 8)}
{'BM': -120974796.9017985, 'ijk': (22, '-', 2, '-', 8)}
{'BM': -120976757.71998397, 'ijk': (28, '-', 17, '-', 21)}
{'BM': -121028183.21983911, 'ijk': (23, '-', 8, '-', 26)}
{'BM': -121040708.51542616, 'ijk': (25, '-', 10, '-', 17)}
{'BM': -121077389.55805783, 'ijk': (26, '-', 12, '-', 17)}
{'BM': -121080522.84327415, 'ijk': (26, '-', 10, '-', 8)}
{'BM': -121082233.44702396, 'ijk': (29, '-', 23, '-', 29)}
{'BM': -121086136.95862463, 'ijk': (24, '-', 6, '-', 8)}
{'BM': -121097490.8128903, 'ijk': (29, '-', 15, '-', 3)}
{'BM': -121102867.55840378, 'ijk': (20, '-', 1, '-', 22)}
{'BM': -121112734.48088536, 'ijk': (27, '-', 14, '-', 17)}
{'BM': -121114592.75959629, 'ijk': (21, '-', 3, '-', 22)}
{'BM': -121116023.83914883, 'ijk': (29, '-', 20, '-', 25)}
{'BM': -121130034.86541241, 'ijk': (25, '-', 11, '-', 22)}
{'BM': -121140056.92188609, 'ijk': (28, '-', 18, '-', 26)}
{'BM': -121155776.42538998, 'ijk': (27, '-', 12, '-', 8)}
{'BM': -121165111.89063422, 'ijk': (22, '-', 5, '-', 22)}
{'BM': -121169711.91601169, 'ijk': (28, '-', 13, '-', 3)}
{'BM': -121173037.08144103, 'ijk': (26, '-', 13, '-', 22)}
{'BM': -121195964.93821622, 'ijk': (28, '-', 16, '-', 17)}
{'BM': -121199266.21058771, 'ijk': (29, '-', 26, '-', 1)}
{'BM': -121207092.48206241, 'ijk': (21, '-', 1, '-', 13)}
{'BM': -121211547.128521, 'ijk': (23, '-', 5, '-', 13)}
{'BM': -121238111.35637885, 'ijk': (28, '-', 19, '-', 1)}
{'BM': -121244031.55812043, 'ijk': (27, '-', 16, '-', 26)}
{'BM': -121245088.20068428, 'ijk': (25, '-', 12, '-', 26)}
{'BM': -121269713.84863955, 'ijk': (22, '-', 3, '-', 13)}
{'BM': -121281504.96521671, 'ijk': (28, '-', 14, '-', 8)}
{'BM': -121291760.31037524, 'ijk': (29, '-', 22, '-', 28)}
{'BM': -121314452.38367057, 'ijk': (27, '-', 15, '-', 22)}
{'BM': -121315767.51139751, 'ijk': (23, '-', 3, '-', 4)}
{'BM': -121322702.32578684, 'ijk': (22, '-', 1, '-', 4)}
{'BM': -121328938.6864925, 'ijk': (29, '-', 18, '-', 17)}
{'BM': -121343477.78465247, 'ijk': (24, '-', 9, '-', 22)}
{'BM': -121354751.17672898, 'ijk': (24, '-', 5, '-', 4)}
{'BM': -121361452.14453967, 'ijk': (24, '-', 7, '-', 13)}
{'BM': -121362698.67736891, 'ijk': (23, '-', 7, '-', 22)}
{'BM': -121366008.26530164, 'ijk': (25, '-', 9, '-', 13)}
{'BM': -121366307.01843637, 'ijk': (20, '-', 2, '-', 27)}
{'BM': -121377512.26289271, 'ijk': (26, '-', 9, '-', 4)}
{'BM': -121394437.52253233, 'ijk': (26, '-', 11, '-', 13)}
{'BM': -121416882.44345778, 'ijk': (22, '-', 6, '-', 27)}
{'BM': -121417085.82412545, 'ijk': (23, '-', 8, '-', 27)}
{'BM': -121419301.51799805, 'ijk': (25, '-', 7, '-', 4)}
{'BM': -121421352.87141764, 'ijk': (21, '-', 4, '-', 27)}
{'BM': -121448005.93200214, 'ijk': (27, '-', 13, '-', 13)}
{'BM': -121452211.7538991, 'ijk': (29, '-', 21, '-', 27)}
{'BM': -121458417.87558773, 'ijk': (21, '-', 2, '-', 18)}
{'BM': -121460772.36860995, 'ijk': (29, '-', 16, '-', 8)}
{'BM': -121462342.03451003, 'ijk': (24, '-', 10, '-', 27)}
{'BM': -121504745.12968524, 'ijk': (29, '-', 15, '-', 4)}
{'BM': -121511747.11691172, 'ijk': (22, '-', 4, '-', 18)}
{'BM': -121521517.90927345, 'ijk': (22, '-', 2, '-', 9)}
{'BM': -121549052.95627128, 'ijk': (29, '-', 19, '-', 22)}
{'BM': -121552656.78587714, 'ijk': (27, '-', 14, '-', 18)}
{'BM': -121573169.35422166, 'ijk': (27, '-', 11, '-', 4)}
{'BM': -121586401.55128154, 'ijk': (25, '-', 10, '-', 18)}
{'BM': -121592875.50453651, 'ijk': (28, '-', 13, '-', 4)}
{'BM': -121595463.84909634, 'ijk': (27, '-', 16, '-', 27)}
{'BM': -121603537.12824613, 'ijk': (23, '-', 4, '-', 9)}
{'BM': -121619482.02629246, 'ijk': (28, '-', 17, '-', 22)}
{'BM': -121626100.81138597, 'ijk': (25, '-', 12, '-', 27)}
{'BM': -121627319.56777993, 'ijk': (26, '-', 14, '-', 27)}
{'BM': -121637499.14468946, 'ijk': (25, '-', 8, '-', 9)}
{'BM': -121640841.94053881, 'ijk': (23, '-', 6, '-', 18)}
{'BM': -121641198.43040416, 'ijk': (24, '-', 8, '-', 18)}
{'BM': -121648278.60968272, 'ijk': (28, '-', 15, '-', 13)}
{'BM': -121671970.06530005, 'ijk': (29, '-', 16, '-', 9)}
{'BM': -121674328.05385129, 'ijk': (24, '-', 6, '-', 9)}
{'BM': -121703735.8607826, 'ijk': (20, '-', 1, '-', 23)}
{'BM': -121719176.6836106, 'ijk': (29, '-', 20, '-', 26)}
{'BM': -121744451.83308062, 'ijk': (27, '-', 12, '-', 1)}
{'BM': -121746143.15055296, 'ijk': (22, '-', 5, '-', 23)}
{'BM': -121759464.6522617, 'ijk': (29, '-', 18, '-', 18)}
{'BM': -121760887.77175747, 'ijk': (26, '-', 10, '-', 9)}
{'BM': -121780767.86142261, 'ijk': (25, '-', 11, '-', 23)}
{'BM': -121784162.09344608, 'ijk': (29, '-', 17, '-', 13)}
{'BM': -121787763.34346597, 'ijk': (21, '-', 3, '-', 23)}
{'BM': -121789838.1669604, 'ijk': (21, '-', 1, '-', 14)}
{'BM': -121824064.61944434, 'ijk': (22, '-', 3, '-', 14)}
{'BM': -121824690.92964901, 'ijk': (27, '-', 12, '-', 9)}
{'BM': -121826892.9131109, 'ijk': (26, '-', 12, '-', 18)}
{'BM': -121846347.67054237, 'ijk': (23, '-', 5, '-', 14)}
{'BM': -121850057.66984661, 'ijk': (28, '-', 16, '-', 18)}
{'BM': -121852175.62932025, 'ijk': (29, '-', 25, '-', 1)}
{'BM': -121867992.58758755, 'ijk': (23, '-', 7, '-', 23)}
{'BM': -121870317.83884105, 'ijk': (24, '-', 7, '-', 14)}
{'BM': -121874035.70652287, 'ijk': (29, '-', 22, '-', 29)}
{'BM': -121887877.95897189, 'ijk': (24, '-', 9, '-', 23)}
{'BM': -121905074.51845357, 'ijk': (28, '-', 14, '-', 9)}
{'BM': -121921912.8680081, 'ijk': (22, '-', 1, '-', 5)}
{'BM': -121939857.08261363, 'ijk': (28, '-', 18, '-', 27)}
{'BM': -121943744.05084494, 'ijk': (28, '-', 17, '-', 23)}
{'BM': -121948676.34419681, 'ijk': (24, '-', 5, '-', 5)}
{'BM': -121954206.48277892, 'ijk': (27, '-', 15, '-', 23)}
{'BM': -121969372.63157819, 'ijk': (25, '-', 9, '-', 14)}
{'BM': -121971598.02200611, 'ijk': (23, '-', 3, '-', 5)}
{'BM': -121999377.94228227, 'ijk': (27, '-', 13, '-', 14)}
{'BM': -122003443.1738963, 'ijk': (20, '-', 2, '-', 28)}
{'BM': -122010152.76529805, 'ijk': (26, '-', 9, '-', 5)}
{'BM': -122027476.09137546, 'ijk': (21, '-', 4, '-', 28)}
{'BM': -122049761.39413702, 'ijk': (26, '-', 11, '-', 14)}
{'BM': -122060496.61016972, 'ijk': (28, '-', 18, '-', 1)}
{'BM': -122061259.03958525, 'ijk': (29, '-', 19, '-', 23)}
{'BM': -122082165.13333273, 'ijk': (25, '-', 7, '-', 5)}
{'BM': -122091877.50099069, 'ijk': (24, '-', 10, '-', 28)}
{'BM': -122102120.18047507, 'ijk': (21, '-', 2, '-', 19)}
{'BM': -122108760.09722993, 'ijk': (22, '-', 6, '-', 28)}
{'BM': -122111104.18917833, 'ijk': (23, '-', 8, '-', 28)}
{'BM': -122115411.80428569, 'ijk': (26, '-', 13, '-', 23)}
{'BM': -122125321.49880184, 'ijk': (27, '-', 11, '-', 5)}
{'BM': -122153402.01457903, 'ijk': (22, '-', 2, '-', 10)}
{'BM': -122171384.448167, 'ijk': (28, '-', 15, '-', 14)}
{'BM': -122175033.14186007, 'ijk': (22, '-', 4, '-', 19)}
{'BM': -122178238.16872087, 'ijk': (29, '-', 21, '-', 28)}
{'BM': -122184411.1823494, 'ijk': (25, '-', 12, '-', 28)}
{'BM': -122197888.01106109, 'ijk': (28, '-', 16, '-', 19)}
{'BM': -122210104.89983155, 'ijk': (25, '-', 10, '-', 19)}
{'BM': -122226750.12429748, 'ijk': (24, '-', 6, '-', 10)}
{'BM': -122228839.97158904, 'ijk': (29, '-', 17, '-', 14)}
{'BM': -122231242.88640912, 'ijk': (29, '-', 15, '-', 5)}
{'BM': -122237254.77535476, 'ijk': (28, '-', 13, '-', 5)}
{'BM': -122241083.13205379, 'ijk': (26, '-', 10, '-', 10)}
{'BM': -122245044.4863962, 'ijk': (23, '-', 4, '-', 10)}
{'BM': -122255505.600949, 'ijk': (29, '-', 20, '-', 27)}
{'BM': -122260573.76688555, 'ijk': (24, '-', 8, '-', 19)}
{'BM': -122268596.67663902, 'ijk': (23, '-', 6, '-', 19)}
{'BM': -122283826.62749244, 'ijk': (23, '-', 2, '-', 1)}
{'BM': -122295777.6565254, 'ijk': (25, '-', 8, '-', 10)}
{'BM': -122297434.03690654, 'ijk': (27, '-', 14, '-', 19)}
{'BM': -122306946.9430716, 'ijk': (26, '-', 14, '-', 28)}
{'BM': -122312167.30746499, 'ijk': (20, '-', 1, '-', 24)}
{'BM': -122312172.18944049, 'ijk': (21, '-', 3, '-', 24)}
{'BM': -122314563.95539372, 'ijk': (24, '-', 4, '-', 1)}
{'BM': -122365280.08222389, 'ijk': (29, '-', 18, '-', 19)}
{'BM': -122365451.51887177, 'ijk': (27, '-', 12, '-', 10)}
{'BM': -122368830.01673257, 'ijk': (22, '-', 5, '-', 24)}
{'BM': -122380095.47897556, 'ijk': (28, '-', 14, '-', 10)}
{'BM': -122385404.98530352, 'ijk': (22, '-', 3, '-', 15)}
{'BM': -122385422.56310964, 'ijk': (21, '-', 1, '-', 15)}
{'BM': -122386822.8674691, 'ijk': (23, '-', 7, '-', 24)}
{'BM': -122397803.95791182, 'ijk': (29, '-', 16, '-', 10)}
{'BM': -122411270.42862202, 'ijk': (26, '-', 12, '-', 19)}
{'BM': -122417649.65741856, 'ijk': (27, '-', 16, '-', 28)}
{'BM': -122428871.04509705, 'ijk': (25, '-', 9, '-', 15)}
{'BM': -122432302.20253906, 'ijk': (25, '-', 6, '-', 1)}
{'BM': -122437072.38367394, 'ijk': (28, '-', 18, '-', 28)}
